id,sales
0,12.665912184030567
1,14.256578164895899
2,15.036100101496038
3,15.597618856188658
4,16.742858116232078
5,18.0076682324506
6,18.84531907661425
7,12.665912184030567
8,14.256578164895899
9,15.036100101496038
10,14.855064302528673
11,16.000303562572086
12,17.26511367879061
13,18.397675118534888
14,12.218268225951206
15,13.686193899485332
16,14.46571583608547
17,15.027234590778091
18,16.33307386237086
19,17.597883978589383
20,18.43553482275303
21,12.589305338437956
22,14.358725342559467
23,15.461591041495385
24,16.023109796188017
25,16.87597597595295
26,18.177608126449037
27,19.398675643372847
28,12.520945610993783
29,14.389696024616786
30,15.388935504310664
31,15.950454259003289
32,17.186942819220686
33,18.61673938710686
34,19.618089360936935
35,13.095462205941162
36,14.964212619564165
37,15.743734556164306
38,16.305253310856905
39,17.430803623916457
40,18.61673938710686
41,19.618089360936935
42,13.095462205941162
43,14.964212619564165
44,15.743734556164306
45,16.305253310856905
46,17.430803623916457
47,18.61673938710686
48,19.618089360936935
49,13.095462205941162
50,14.964212619564165
51,15.743734556164306
52,16.305253310856905
53,17.430803623916457
54,18.47847828712354
55,19.479828260953614
56,12.95720110595784
57,14.825951519580842
58,15.605473456180983
59,18.201623970050328
60,19.32717428310988
61,20.435738579159633
62,21.437088552989707
63,14.361494912215026
64,16.793335520528682
65,17.572857457128812
66,18.201623970050328
67,19.32717428310988
68,20.601597339040083
69,21.712064694968067
70,15.416538305579735
71,17.93421641958077
72,18.42540029454784
73,19.054166807469354
74,20.21008284624529
75,21.595157790334078
76,22.59650776416415
77,15.416538305579735
78,17.93421641958077
79,18.42540029454784
80,19.054166807469354
81,20.21008284624529
82,21.35140048033888
83,22.352750454168955
84,15.17278099558454
85,17.690459109585575
86,18.181642984552642
87,18.810409497474158
88,19.966325536250093
89,21.35140048033888
900,29.599658994102644
901,36.66597154302928
902,37.270834993945535
903,40.637118072730956
904,42.01295903870163
905,45.00629105852574
906,47.33739592388252
907,29.599658994102644
908,36.66597154302928
909,37.01879304672697
910,40.38507612551239
911,41.760917091483066
912,44.754249111307175
913,47.08535397666395
914,29.34761704688408
915,36.413929595810714
916,37.29578453891065
917,40.682676028650974
918,42.05851699462165
919,45.05184901444576
920,47.382953879802535
921,29.624608539067786
922,36.6909210879944
923,37.29578453891065
924,40.682676028650974
925,41.80856609369867
926,44.80189811352278
927,47.13300297887956
928,29.374657638144814
929,36.44097018707142
930,37.3371544119532
931,42.99582149762542
932,44.371662463596095
933,47.20001870724816
934,49.40681257636162
935,34.42002441932577
936,39.240305239573765
937,39.84516869049002
938,43.30457641287035
939,44.68041737884102
940,47.860110660032205
941,49.96165975675986
942,35.61078459457832
943,40.431065414826314
944,41.03592886574257
945,44.704822247176615
946,46.08066321314729
947,48.909019456799356
948,50.71762531236791
949,35.61078459457832
950,40.431065414826314
951,41.03592886574257
952,44.704822247176615
953,46.08066321314729
954,48.909019456799356
955,50.71762531236791
956,35.61078459457832
957,40.431065414826314
958,41.03592886574257
959,51.90612169149074
960,53.97713235096608
961,58.573221272587084
962,60.40460322560961
963,41.86252089369875
964,46.609246524822964
965,47.757969710026764
966,51.99128640825934
967,53.99990844842006
968,58.59599737004106
969,60.40460322560961
970,41.86252089369875
971,46.609246524822964
972,47.757969710026764
973,51.99128640825934
974,53.99990844842006
975,58.59599737004106
976,60.40460322560961
977,41.482450946554344
978,46.42343946632671
979,47.718608593672414
980,51.986003976272556
981,53.99990844842006
982,58.59599737004106
983,60.40460322560961
984,41.181759606726395
985,46.42343946632671
